Account_length,Age,Total_income,Years_employed,Target
3,61.14020137306037,94500.0,0.0,0
45,28.611128223029905,315000.0,5.68663285351513,0
20,28.10187751973004,270000.0,8.687378933174534,0
22,48.532139605878285,157500.0,1.9384381609478636,0
30,38.6647227526917,180000.0,3.520948410987221,0
43,27.554296118332346,112500.0,8.687378933174534,0
51,56.21196876048105,90000.0,15.688207150044148,0
46,40.32937021294072,202500.0,8.18360404388865,0
13,34.57428968425087,247500.0,11.020075703128745,0
3,33.394251764238824,157500.0,3.269060966344278,1
24,37.451829948595794,270000.0,12.022149667686536,0
56,36.33476388974449,315000.0,1.5195383888786218,0
38,35.20674620286522,157500.0,11.104950820345389,0
7,41.94747325407092,360000.0,7.52103054819743,0
3,24.208573755792383,112500.0,0.8542269861804144,1
35,43.08644256897814,157500.0,1.1827758270190354,0
16,59.33865856246192,382500.0,0.0,0
33,26.439967966488016,135000.0,4.271134930902072,0
11,50.073581250812815,225000.0,0.0,1
36,43.327378385593136,315000.0,10.185014065997247,0
29,53.59452966180004,180000.0,7.942668227273661,0
12,35.360068995256576,157500.0,8.690116840181522,0
30,62.63509859887609,144000.0,0.0,0
49,50.1721459030644,229500.0,3.438811200777565,1
3,48.11323983380905,270000.0,15.857957384477436,1
21,57.3673655174302,292500.0,3.761884227602209,0
22,33.76660711718927,270000.0,2.3546000260101163,0
27,40.15688207150044,225000.0,2.184849791576829,0
24,29.05193125115505,157500.0,2.6886246808627146,0
34,52.2447415073547,74250.0,14.354846437640743,0
31,38.8810174062438,135000.0,5.8563830879484176,0
26,27.26134006858457,135000.0,2.5216123534364154,0
6,43.72437490160647,144000.0,3.761884227602209,0
19,39.869401835766645,202500.0,3.5236863179942093,0
21,57.74519668439461,40500.0,0.0,1
47,28.10735333374402,337500.0,4.523022375545015,0
28,40.46900347029713,180000.0,6.688706818072924,0
20,41.45191208580601,130500.0,13.185760145656651,0
33,57.60830133404519,144000.0,0.0,0
22,44.077564905507984,193500.0,5.108934475040555,1
25,60.40096648117346,112500.0,0.0,0
60,55.14144712074855,135000.0,0.0,0
16,57.47140598369576,267750.0,12.942086422034675,0
9,44.36230723423479,139500.0,3.761884227602209,0
12,51.12767544850339,67500.0,14.521858765067044,0
57,29.43250032512645,252000.0,6.688706818072924,0
30,57.92042273284188,180000.0,0.355927910908506,0
25,53.914864781617695,135000.0,14.4369836478504,0
15,52.19272127422192,157500.0,3.761884227602209,1
47,40.70446347289814,180000.0,1.6044135060952651,0
40,63.48384977104253,115290.0,0.0,0
39,30.88632894583736,225000.0,4.774909820187958,0
32,25.818463075901622,135000.0,3.2717988733512664,0
30,40.296515328856856,157500.0,15.272045284981896,0
21,30.2319691711671,279000.0,8.690116840181522,1
55,34.24026502939827,76500.0,1.3552639684593113,0
7,56.41183597199121,202500.0,0.6899525657611039,0
7,28.28531728919827,67500.0,1.1855137340260238,0
20,38.11987925830099,234000.0,6.269807046003683,0
7,52.85255686290615,90000.0,1.2703888512426675,1
9,53.57810221975811,81000.0,2.7734997980793583,0
38,22.40155513117997,108000.0,3.6058235282038646,1
10,54.6048173473788,99000.0,0.0,0
14,23.70206095949951,198000.0,3.186923756134622,0
13,40.61685044867451,360000.0,3.2717988733512664,0
23,54.593865719350845,135000.0,0.0,0
3,64.28605652409016,76500.0,0.0,0
7,25.979999589313948,90000.0,4.60515958575467,0
16,37.93370158182577,270000.0,2.023313278164507,1
7,39.52168764587911,81000.0,9.270553125663088,0
31,47.29460563871948,202500.0,3.690698645420509,0
28,53.94224385168758,157500.0,3.761884227602209,0
54,36.25262667953483,180000.0,12.186424088105849,0
54,33.210811994770594,135000.0,2.184849791576829,0
58,26.65626262004011,135000.0,7.857793110057017,0
39,44.34314188518587,135000.0,17.02430576945454,0
46,32.04993942380747,270000.0,3.186923756134622,0
11,44.08030281251497,202500.0,13.52252270751624,0
22,46.23777353402192,157500.0,7.356756127778119,0
3,34.12253502809777,180000.0,5.941258205165061,0
10,32.84940826984811,112500.0,3.107524452931956,0
16,37.20815622497382,157500.0,2.6886246808627146,0
15,42.31435279300739,216000.0,2.436737236219772,0
56,42.51148209751056,202500.0,4.774909820187958,0
59,51.50824452247479,198000.0,3.761884227602209,0
33,55.58498805588068,157500.0,0.0,0
39,41.48750487689686,180000.0,8.605241722964879,0
23,46.74702423732178,315000.0,2.184849791576829,0
23,58.36122576096703,112500.0,0.0,0
40,31.984229655639744,90000.0,1.856300950738208,1
30,39.354675318452806,45000.0,2.184849791576829,0
7,23.23935467531845,225000.0,5.024059357823911,0
17,64.42842768845357,112500.0,0.0,0
21,47.59303750248123,144000.0,2.436737236219772,0
42,36.83853877903037,315000.0,7.523768455204419,0
37,35.24233899395607,112500.0,10.185014065997247,0
23,33.61328432479791,144000.0,2.6886246808627146,0
55,47.54923099036941,225000.0,0.0,0
41,52.173555925173,135000.0,0.2710527936918622,0
41,52.85529476991314,238500.0,9.02414149503412,0
27,27.07790029911634,112500.0,5.604495643305475,0
23,27.513227513227516,144000.0,0.7748276829777476,0
13,58.66239553173576,90000.0,0.0,0
1,23.24209258232544,202500.0,2.5216123534364154,0
15,40.217116025654185,117000.0,10.023477552584929,0
60,51.06196568033567,135000.0,3.761884227602209,0
40,27.83356263304517,225000.0,4.857047030397612,0
27,52.54317337111645,126000.0,0.0,1
8,43.27262024545336,135000.0,1.1855137340260238,0
30,59.37972716756676,90000.0,0.0,0
43,63.79049535582524,153000.0,0.0,0
45,35.59005318384361,157500.0,4.271134930902072,1
3,57.12095388680123,139500.0,0.0,0
4,31.880189189374185,157500.0,0.9418400104040466,0
4,30.39624359158641,135000.0,1.1855137340260238,0
38,25.681567725552203,180000.0,4.690034702971314,1
23,52.885411746990016,225000.0,12.186424088105849,0
41,27.06968657809537,135000.0,6.773581935289568,0
4,36.08013853809455,292500.0,3.6058235282038646,0
49,52.953859422164726,270000.0,3.761884227602209,0
34,40.12950300143056,99000.0,12.024887574693524,0
14,33.752917582154325,135000.0,6.773581935289568,0
46,37.1178052937432,315000.0,1.6044135060952651,1
26,24.879360972504568,270000.0,4.60515958575467,0
16,38.65377112466375,135000.0,8.690116840181522,0
28,40.811241846170695,157500.0,18.688953229703557,0
6,60.23942996776115,198000.0,0.0,0
57,42.25959465286761,382500.0,10.855801282709432,0
9,32.34289547355524,202500.0,8.942004284824465,0
8,40.74826998500996,99000.0,14.940758537136286,0
25,43.14667652313189,112500.0,1.023977220613702,0
19,28.570059617925075,166500.0,4.690034702971314,0
43,35.92133993168922,135000.0,15.272045284981896,0
33,34.59619294030678,202500.0,1.1088523378303456,0
38,49.09614844931792,81000.0,4.024723300273106,1
13,43.53545931812426,180000.0,0.355927910908506,0
34,33.62697385983285,225000.0,1.1088523378303456,0
31,27.60905425847211,99000.0,1.856300950738208,0
37,28.134732403813903,360000.0,1.5222762958856102,0
41,39.850236486717726,225000.0,3.35667399056791,0
38,41.46286371383396,157500.0,17.522604844726448,0
7,42.43482070131488,157500.0,3.5236863179942093,0
3,26.938267041759925,144000.0,5.024059357823911,0
14,59.23461809619637,157500.0,0.0,0
14,36.06371109605262,270000.0,3.2717988733512664,0
17,32.83298082780618,157500.0,6.436819373429981,0
6,30.47564289478908,90000.0,1.1088523378303456,1
48,52.34878197362026,202500.0,10.023477552584929,0
53,34.913790153117446,99000.0,1.1855137340260238,1
12,54.64314804547664,360000.0,3.761884227602209,0
10,29.322984044846915,157500.0,6.436819373429981,0
26,23.22292723327652,135000.0,4.1095984174897495,1
13,34.9247417811454,99000.0,0.0,0
30,34.74403991868416,90000.0,12.186424088105849,0
9,63.19910744231572,90000.0,0.0,0
44,44.01459304434725,112500.0,3.761884227602209,0
17,45.48484910710008,135000.0,8.857129167607821,0
15,56.52135225227075,180000.0,10.60391383806649,0
50,62.6077195288062,157500.0,0.0,0
37,40.381390446073496,157500.0,6.521694490646625,0
52,46.10361609067948,135000.0,10.10835266980157,0
42,38.16642367741979,360000.0,1.689288623311909,0
58,33.7583933961683,157500.0,7.690780782630718,0
28,33.51745757955331,157500.0,5.604495643305475,0
11,63.853467216985976,157500.0,0.0,0
52,29.914371958356437,112500.0,9.774328014948972,0
8,35.3080487621238,112500.0,1.941176067954852,0
57,29.659746606706506,99000.0,6.855719145499223,1
8,56.899183419235165,135000.0,6.354682163220327,1
43,60.56524090159277,85500.0,0.0,0
21,59.08950902482597,292500.0,0.0,0
17,59.93004647597144,67500.0,3.761884227602209,0
39,50.58009404710569,90000.0,8.271217068112282,0
4,46.47597144362992,112500.0,6.855719145499223,0
60,45.37533282682054,112500.0,12.523186649965432,0
28,50.34463404450468,360000.0,3.761884227602209,1
10,30.366126614509536,279000.0,1.689288623311909,0
23,45.879107716106425,157500.0,9.604577780515683,0
27,34.27311991348214,157500.0,3.107524452931956,0
57,57.30713156327645,135000.0,0.522940238334805,0
17,22.253708152802588,112500.0,2.603749563646071,0
5,28.21139380000958,225000.0,4.60515958575467,0
42,37.07399878163138,306000.0,10.855801282709432,0
44,61.816464403786526,166500.0,0.0,0
43,60.55702718057181,135000.0,0.0,0
43,58.23254413163857,202500.0,0.0,0
19,42.15555418660205,67500.0,5.185595871236234,0
4,22.89711629944489,180000.0,1.4374011786689664,0
12,38.79614228902715,315000.0,2.5216123534364154,0
51,41.05491556979267,202500.0,14.688871092493343,0
9,35.39292387934044,270000.0,5.689370760522118,0
10,63.757640471741375,112500.0,0.0,1
22,34.22383758735634,157500.0,15.77582017426778,0
5,50.96340102808408,202500.0,3.761884227602209,0
29,60.55428927356482,252000.0,4.438147258328371,0
11,50.654017536294376,135000.0,5.108934475040555,1
57,58.31741924885521,135000.0,1.2703888512426675,0
0,24.15929142966659,90000.0,2.023313278164507,0
38,50.31177916042081,225000.0,11.690862919840928,0
37,45.98862399638596,247500.0,18.023641827005346,0
58,42.716825123034695,76500.0,13.856547362368836,0
27,63.89179791508381,126000.0,0.0,0
27,49.56706845451994,360000.0,3.6058235282038646,0
37,63.51944256213338,135000.0,0.0,0
22,27.32704983675229,135000.0,5.108934475040555,0
12,37.68455204418982,135000.0,10.940676399926076,0
10,51.94630964359296,202500.0,2.940512125505657,0
45,48.00098564652252,90000.0,3.761884227602209,0
35,59.06212995475609,315000.0,5.941258205165061,0
34,45.19463096435929,225000.0,11.857875247267229,0
17,55.15513665578349,225000.0,2.855637008289013,0
30,53.97509873577144,247500.0,3.761884227602209,0
4,40.20890230463322,67500.0,9.856465225158628,0
23,37.75573762637152,157500.0,15.439057612408194,0
5,55.81771015147471,126000.0,0.0,0
5,27.42287658199689,99000.0,3.186923756134622,0
39,40.84409673025456,135000.0,5.108934475040555,1
17,55.39607247239847,189000.0,17.02430576945454,0
35,64.10261675462193,157500.0,0.0,0
23,41.36703696858936,112500.0,5.355346105669521,0
45,25.9909512173419,135000.0,0.355927910908506,0
38,62.6077195288062,216000.0,0.0,0
12,54.82111200093089,328500.0,5.185595871236234,0
4,22.47547862036866,126000.0,2.603749563646071,0
29,28.99717311101528,180000.0,3.2717988733512664,0
12,35.97883597883598,310500.0,3.6058235282038646,0
11,39.05624345469106,126000.0,3.761884227602209,0
33,40.60863672765355,67500.0,3.761884227602209,1
53,33.90350246753869,90000.0,5.52235843309582,0
33,26.83148866848737,157500.0,5.774245877738762,0
4,65.07457374210284,270000.0,0.0,0
8,37.66812460214789,157500.0,6.940594262715867,0
26,38.73590833487341,225000.0,4.356010048118716,0
28,59.83421973072684,202500.0,0.0,1
17,36.75640156882071,270000.0,8.605241722964879,0
30,42.916692334544855,67500.0,0.7748276829777476,1
7,30.409933126621358,180000.0,0.355927910908506,0
26,58.91428297637871,90000.0,0.0,0
6,62.862344880456135,202500.0,0.0,0
44,36.26905412157676,157500.0,15.94283250169408,0
39,51.35218382307645,171000.0,10.688788955283131,0
24,34.55786224220894,157500.0,1.856300950738208,0
31,32.6139482672471,157500.0,6.023395415374717,1
58,35.8309890004586,135000.0,0.8569648931874029,0
8,37.79133041746237,315000.0,0.4380651211181612,0
36,54.7225473486793,112500.0,0.0,0
14,37.695503672217775,270000.0,12.775074094608376,1
43,27.97593379740857,202500.0,0.8569648931874029,0
12,38.905658569306695,90000.0,0.9418400104040466,0
53,47.45888005913879,135000.0,6.855719145499223,0
4,37.86525390665106,157500.0,11.605987802624284,0
40,27.524179141255463,112500.0,4.523022375545015,0
39,50.58556986111967,157500.0,7.187005893344832,0
46,55.75747619732096,76500.0,0.0,0
5,57.98887040801659,90000.0,3.942586090063451,0
52,38.13356879333593,135000.0,8.356092185328926,1
46,49.78610101507902,315000.0,8.271217068112282,0
58,43.18774512823672,135000.0,7.942668227273661,0
12,27.77606658589841,121500.0,4.60515958575467,0
32,30.993107319109907,247500.0,4.356010048118716,0
43,38.80435601004812,72000.0,5.270470988452877,0
14,56.06138387509668,135000.0,1.4374011786689664,0
39,46.02147888046982,180000.0,9.109016612250764,0
53,62.77199394922551,112500.0,0.0,0
8,29.88699288828655,247500.0,2.5216123534364154,0
6,32.48252873091165,90000.0,12.356174322539134,0
34,54.47613571805034,65250.0,0.0,0
18,50.7909128866438,184500.0,3.35667399056791,0
53,57.99708412903755,90000.0,3.0226493357153124,0
37,60.92938253352225,103500.0,0.0,0
2,53.172891982723804,180000.0,5.52235843309582,0
58,34.117059214083795,180000.0,1.856300950738208,0
54,52.74030267561962,180000.0,0.0,0
7,52.28307220545254,157500.0,0.0,0
10,32.64954105833795,67500.0,4.438147258328371,0
16,24.21131166279937,112500.0,1.3552639684593113,0
40,30.26756196225795,180000.0,2.940512125505657,0
14,36.57843761336646,270000.0,11.187088030555042,0
14,46.977008425908814,180000.0,8.186341950895638,0
4,42.47588930641971,157500.0,3.761884227602209,0
15,35.03973387543892,225000.0,1.7741637405285529,0
3,56.98953435046579,189000.0,2.269724908793473,0
33,28.192228450960663,292500.0,6.10827053259136,0
18,56.56242085737558,99000.0,0.8569648931874029,0
12,33.34770734512002,202500.0,1.1088523378303456,1
40,38.21570600354559,292500.0,8.271217068112282,0
26,43.428680944851706,202500.0,13.856547362368836,0
6,37.859778092637086,180000.0,16.438393669958998,0
33,58.58025832152611,135000.0,2.7734997980793583,0
46,32.45241175383478,157500.0,13.856547362368836,0
40,60.27228485184501,157500.0,3.761884227602209,0
9,58.45431459920464,67500.0,0.0,0
42,61.02794718577383,162000.0,0.0,0
27,38.045955769112304,112500.0,0.9418400104040466,0
47,30.21554172912517,135000.0,11.775738037057572,1
15,42.52790953955249,360000.0,9.270553125663088,0
19,38.76876321895727,135000.0,12.690198977391733,0
13,39.62846601915166,157500.0,6.184931928787039,0
39,63.9903625673354,165150.0,0.0,0
28,46.55537074683258,337500.0,12.523186649965432,0
30,30.223755450146136,99000.0,7.690780782630718,0
2,38.16916158442678,45000.0,14.6039959752767,0
31,42.300663257972445,270000.0,2.1081883953811507,0
19,37.87346762767203,135000.0,1.689288623311909,0
45,41.45191208580601,67500.0,8.690116840181522,0
31,35.85289225651451,270000.0,4.523022375545015,1
29,47.3137709877684,139500.0,15.272045284981896,0
7,51.0783931223776,90000.0,7.271881010561476,0
13,30.25387242722301,180000.0,2.5216123534364154,1
6,61.31542742150763,112500.0,0.0,0
26,32.367536636618134,157500.0,2.023313278164507,0
12,60.989616487676,54000.0,0.0,0
44,48.9099707728427,90000.0,3.761884227602209,1
36,45.34521584974366,157500.0,2.855637008289013,0
36,38.45390391315359,112500.0,2.855637008289013,0
60,49.75598403800215,157500.0,1.856300950738208,0
15,56.64182016057824,45000.0,0.0,0
8,27.13265843925611,270000.0,1.856300950738208,0
46,65.04719467203296,157500.0,0.0,0
44,62.20524719877889,112500.0,2.3546000260101163,1
6,28.901346365770685,360000.0,3.775573762637152,0
39,55.85056503555857,81000.0,0.0,1
12,37.052095525575474,243000.0,6.940594262715867,0
56,60.95949951059912,94500.0,2.269724908793473,0
23,34.89462480406853,270000.0,1.4374011786689664,0
32,46.03516841550477,135000.0,18.10851694422199,0
60,62.50094115553365,157500.0,0.0,0
8,37.695503672217775,270000.0,7.022731472925522,0
44,40.33758393396168,337500.0,3.775573762637152,0
6,31.49962011540278,202500.0,2.855637008289013,0
7,30.697413362355142,256500.0,7.022731472925522,0
27,37.282079714162506,135000.0,7.523768455204419,0
45,49.86823822528868,126000.0,9.604577780515683,0
3,36.20882016742301,67500.0,2.269724908793473,0
33,49.40553194110762,225000.0,4.941922147614256,1
25,41.213714176198,270000.0,9.270553125663088,0
20,60.5597650875788,135000.0,0.0,0
10,30.440050103698223,121500.0,10.60391383806649,0
32,54.9607452582873,90000.0,0.6050774485444602,1
47,29.39690753403561,157500.0,5.689370760522118,0
48,32.91238013100885,135000.0,0.355927910908506,1
10,45.334264221715706,99000.0,8.857129167607821,0
43,45.416401431925365,292500.0,2.7734997980793583,0
14,47.88325564522201,135000.0,3.761884227602209,1
26,55.574036427852725,315000.0,0.0,0
37,62.38047324722616,33300.0,0.0,1
7,38.83447298712499,157500.0,14.497217602004149,0
49,50.41581962668638,135000.0,14.245330157361204,0
15,51.51919615050275,202500.0,2.995270265645427,0
18,34.568813870236895,135000.0,14.497217602004149,0
25,46.727858888272856,112500.0,0.6653114026982073,1
47,55.37964503035654,202500.0,14.828504349849757,0
2,50.6239005592175,198000.0,0.0,0
8,43.37666071171893,157500.0,3.827593995769933,0
30,60.395490667159486,101250.0,0.0,0
36,55.32762479722376,166500.0,3.761884227602209,0
45,52.44734662587185,292500.0,12.33153315947624,0
21,49.10436217033888,112500.0,0.9938602435368282,0
53,61.1073464889765,90000.0,0.0,0
53,44.73192468017824,157500.0,12.742219210524514,0
38,56.45838039111001,54000.0,0.0,1
54,51.88333778243222,90000.0,2.7433828210024847,1
39,57.41390993654901,58500.0,0.0,0
41,27.765114957870452,180000.0,6.929642634687912,0
25,41.53952511002964,112500.0,6.499791234590717,0
19,28.79456799249813,225000.0,4.930970519586302,1
27,35.3299520181797,225000.0,11.764786409029616,0
51,51.47812754539792,157500.0,2.4997090973805074,0
33,51.14410289054532,171000.0,0.0,1
26,37.29303134219046,225000.0,3.085621196876048,0
10,34.943907130194326,225000.0,6.1739803007590845,0
13,27.18741657939588,310500.0,1.8453493227102544,0
43,29.791166143041952,112500.0,0.3340246548525979,1
52,29.03276590210613,225000.0,6.499791234590717,1
29,34.08694223700692,67500.0,4.013771672245152,0
41,62.27917068796758,135000.0,0.0,1
38,50.5308117209799,157500.0,18.59312648445896,0
9,52.35151988062725,135000.0,2.012361650136553,0
32,31.343559416004435,135000.0,5.426531687851222,1
53,39.732506485417225,270000.0,12.583420604119182,0
43,38.68388810174062,110250.0,15.764868546239828,0
56,42.69492186697879,157500.0,1.9302244399268975,0
28,60.47215206335517,135000.0,0.0,0
4,32.58383129017023,180000.0,0.5010369822788969,0
36,41.96937651012684,90000.0,3.753670506581244,0
14,24.386537711246635,157500.0,2.4997090973805074,0
2,46.25967679007783,270000.0,0.6790009377331498,0
51,48.64439379316482,90000.0,10.414998254584283,0
50,41.54500092404361,270000.0,1.593461878067311,0
11,40.9043306844083,112500.0,4.501119119489107,0
7,38.80161810304113,315000.0,5.8344798318925095,1
17,31.343559416004435,67500.0,2.918608869449749,0
23,54.68147874357447,225000.0,18.09756531619404,0
2,36.30190900566062,67500.0,0.5831741924885521,0
20,50.52533590696592,270000.0,3.761884227602209,0
36,60.50774485444602,247500.0,1.5825102500393573,0
29,30.136142425922504,121500.0,2.0862851393252426,0
10,59.80957856766395,189000.0,0.0,0
53,54.9388420022314,270000.0,10.918773143870167,0
16,60.18467182762137,225000.0,0.0,0
51,51.76560778113171,126000.0,6.762630307261614,0
28,46.84558888957336,270000.0,1.013025592585748,0
33,26.13879819571928,135000.0,3.6687953893646,0
23,36.455231798051976,121500.0,14.248068064368194,1
16,58.63227855465889,196650.0,7.512816827176465,0
20,57.90125738379296,202500.0,0.0,0
8,52.129749413061184,81000.0,2.929560497477703,0
29,31.488668487374827,225000.0,2.012361650136553,0
9,32.2580203563386,166500.0,1.9302244399268975,0
7,22.938184904549715,90000.0,1.013025592585748,0
8,55.87246829161448,157500.0,0.0,1
15,28.611128223029905,135000.0,3.334770734512002,1
46,32.594782918198185,135000.0,6.762630307261614,1
14,29.199778229532438,135000.0,4.0876951614338415,0
3,29.24632264865124,135000.0,1.667385367256001,0
9,43.14941443013888,157500.0,5.087031218984647,1
22,41.33144417749851,157500.0,7.835889854001109,0
24,38.74138414888738,292500.0,1.0979007098023916,0
36,57.38105505246514,202500.0,0.0,0
23,49.654681478743576,144000.0,3.761884227602209,0
53,52.76220593167553,202500.0,13.248732006817388,0
53,60.86641067236151,112500.0,0.0,0
8,35.064375038501815,135000.0,6.581928444800372,0
16,62.74461487915563,67500.0,0.0,0
4,25.489914235063004,306000.0,4.594207957726716,0
59,57.14011923585015,202500.0,4.334106792062808,0
4,39.24789694518026,202500.0,2.3436483979821623,0
27,32.4250326837649,202500.0,1.1745621059980698,0
51,49.79705264310697,135000.0,1.5825102500393573,0
27,27.121706811228155,360000.0,0.3340246548525979,0
8,41.3341820845055,76500.0,13.763458524131227,1
59,34.02670828285317,126000.0,13.415744334243689,0
22,26.795895877396525,270000.0,4.583256329698762,0
14,35.735162255214,40500.0,5.344394477641567,0
18,53.86010664147792,247500.0,3.764622134609198,0
26,59.10867437387489,112500.0,0.0,0
7,52.57055244118634,306000.0,3.5839202721479566,0
29,58.23254413163857,360000.0,0.0,0
31,52.86624639794109,225000.0,6.666803562017016,0
40,46.25146306905686,189000.0,4.16435655762952,0
24,30.221017543139148,270000.0,6.592880072828327,0
9,41.75308185657474,99000.0,1.4154979226130584,0
13,41.07681882584858,126000.0,0.3340246548525979,0
54,60.00944577917411,225000.0,0.0,1
51,32.036249888772524,157500.0,8.931052656796512,0
23,58.74453274194542,112500.0,1.1636104779701155,1
17,36.59760296241538,112500.0,0.0,1
10,62.50915487655462,144000.0,0.0,0
58,34.37168456573372,292500.0,14.58209271922079,0
36,36.15953784129722,270000.0,3.835807716790899,0
59,37.75026181235754,225000.0,1.7522604844726448,0
29,51.32206684599957,202500.0,10.001574296529018,0
24,36.154062027283246,225000.0,0.6790009377331498,0
2,33.99932921278329,337500.0,4.594207957726716,0
1,50.70603776942716,180000.0,5.752342621682854,0
44,41.54500092404361,112500.0,9.013189867006169,0
11,36.91520017522605,202500.0,14.248068064368194,0
22,39.13838066490072,243000.0,16.334353203693436,0
54,46.65119749207718,180000.0,8.175390322867683,0
47,48.61153890908095,157500.0,1.0979007098023916,0
39,46.46501981560196,180000.0,3.764622134609198,0
7,36.88234529114219,135000.0,4.920018891558348,0
25,57.10726435176629,189000.0,0.0,0
29,28.49066031472241,112500.0,7.59495403738612,0
16,30.259348241236985,171000.0,1.667385367256001,0
31,34.82343922188683,157500.0,3.334770734512002,0
41,46.48418516465088,112500.0,2.2478216527375645,0
11,34.9740241072712,67500.0,1.4154979226130584,0
39,39.75988555548711,292500.0,4.249231674846164,0
45,41.126101151974375,157500.0,18.834062301073946,0
27,33.74470386113335,225000.0,0.5119886103068509,0
2,30.14161823993648,157500.0,1.002073964557794,0
6,50.77448544460187,112500.0,1.1636104779701155,0
42,31.35998685804637,67500.0,4.594207957726716,0
42,47.59303750248123,162000.0,12.846259676790078,0
18,42.5251716325455,270000.0,4.345058420090761,0
16,36.01990458394081,166500.0,5.248567732396969,0
18,32.6851338494288,157500.0,5.919354949109153,0
58,55.741048755279024,157500.0,0.0,0
22,24.621997713847648,90000.0,0.4161618650622531,0
1,27.89927240121289,135000.0,0.7638760549497936,0
38,32.74810571058954,157500.0,5.8344798318925095,0
14,30.0649568437408,180000.0,4.835143774341704,1
47,49.92025845842146,315000.0,1.1636104779701155,0
1,26.133322381705305,171000.0,0.4271134930902072,0
24,37.05483343258246,135000.0,7.000828216869614,0
32,35.85289225651451,112500.0,0.5941258205165062,1
60,46.40478586144822,135000.0,3.753670506581244,0
55,57.33177272633935,328500.0,0.0,0
26,28.277103568177303,225000.0,3.1650205000787146,0
23,62.4653483644428,148500.0,0.0,1
52,59.09224693183296,76500.0,0.0,0
15,35.46137155451515,135000.0,4.345058420090761,0
7,55.921750617740265,135000.0,14.929806909108333,0
16,60.81439043922873,67500.0,0.0,0
19,34.16086572619561,157500.0,1.2484855951867595,0
36,24.99709097380508,67500.0,5.763294249710809,0
0,48.57868402499709,76500.0,11.512898964386675,0
4,32.08827012190531,103500.0,3.2608472453233124,0
16,35.86658179154945,180000.0,5.511406805067866,0
28,55.53022991574091,315000.0,0.0,0
33,30.60158661711055,225000.0,11.512898964386675,0
3,25.47074888601409,135000.0,2.3326967699542083,0
14,51.64513987282422,90000.0,4.501119119489107,0
40,38.05143158312628,257625.0,1.667385367256001,0
8,55.03740665448298,157500.0,2.844685380261059,0
0,27.247650533549628,112500.0,4.416244002272463,0
19,40.70720137990513,315000.0,8.249313812056373,0
39,62.35856999117025,143100.0,0.0,0
24,27.513227513227516,180000.0,3.846759344818853,0
17,32.07184267986338,225000.0,4.763958192160003,0
34,40.84135882324757,135000.0,3.761884227602209,0
14,35.07532666652977,202500.0,11.846923619239272,0
39,40.332108119947705,58500.0,13.50061945146033,0
52,55.1277575857136,180000.0,0.0,0
5,31.33534569498347,216000.0,10.012525924556972,1
29,53.25776709994045,90000.0,3.334770734512002,0
36,52.58150406921429,90000.0,4.249231674846164,0
32,43.29178559450228,202500.0,11.584084546568375,0
48,60.79248718317282,76500.0,0.0,0
43,48.83330937664702,94500.0,7.011779844897568,0
19,49.5287377564221,112500.0,15.250142028925987,0
31,26.34140331423643,135000.0,0.3449762828805519,0
42,53.89843733957576,315000.0,3.096572824904002,0
20,27.62821960752103,135000.0,4.175308185657474,0
48,59.90814321991554,135000.0,0.0,0
39,36.405949471926185,207000.0,2.0862851393252426,0
37,56.62265481152932,126000.0,0.0,0
44,53.57810221975811,207000.0,5.511406805067866,0
